Account, LUEs, InstalledMonth
002-0035400,1,635
002-0035500,1,454
002-0035600,1,576
002-0035700,1,600
002-0035800,1,554
002-0035900,1,555
002-0036000,1,585
002-0036100,1,575
002-0036200,1,454
002-0036300,1,454
002-0036400,1,483
002-0036500,1,453
002-0036600,1,453
002-0036700,1,453
002-0036800,1,453
002-0036900,1,453
002-0037000,1,453
002-0037100,1,453
002-0037200,1,453
002-0037300,1,453
002-0037400,1,453
002-0037500,1,453
002-0037600,1,453
002-0037700,1,596
002-0037800,1,453
002-0037900,1,584
002-0038000,1,454
002-0038100,1,521
002-0038121,3.3,627
002-0038200,1,555
002-0038300,1,454
002-0038400,1,486
002-0038405,1,558
002-0038406,1,574
002-0038500,1,454
002-0038564,1,574
002-0038600,1,454
002-0038700,1,454
002-0038800,1,454
002-0038900,1,622
002-0039000,1,453
002-0039100,1,512
002-0039200,1,567
002-0039300,1,563
002-0039400,1,453
002-0039500,1,453
002-0039600,1,453
002-0039800,1,454
002-0039900,1,621
002-0040000,1,454
002-0040100,1,454
002-0040200,1,454
002-0040300,1,454
002-0040400,1,454
002-0040500,1,608
002-0040600,1,453
002-0040700,1,605
002-0040800,1,521
002-0040900,1,453
002-0041000,1,453
002-0041100,1,454
002-0041200,1,410
002-0041300,1,454
002-0041400,1,569
002-0041500,1,454
002-0041800,1,572
002-0041900,1,480
002-0042000,1,522
002-0042185,1,577
002-0042200,1,453
002-0042300,1,538
002-0042400,1,631
002-0042500,1,454
002-0042501,1,605
002-0042600,1,454
002-0042700,1,454
002-0042800,1,642
002-0042900,1,454
002-0043000,1,454
002-0043100,1,454
002-0043200,1,538
002-0043300,1,624
002-0043400,1,456
002-0043500,1,410
002-0043600,1,454
002-0043700,1,454
002-0043800,1,566
002-0043900,1,514
002-0044000,1,608
002-0044008,1,615
002-0044100,1,454
002-0044200,1,454
002-0044300,1,412
002-0044302,1,625
002-0044400,1,608
002-0044500,1,454
002-0044600,1,453
002-0044700,1,490
002-0044800,1,453
002-0044852,1,570
002-0044900,1,604
002-0044965,1,582
002-0044990,1,615
002-0045000,1,453
002-0045100,1,453
002-0045200,1,453
002-0045300,1,453
002-0045400,1,453
002-0045500,1,454
002-0045600,1,597
002-0045700,1,454
002-0045800,1,516
002-0045900,1,454
002-0046000,1,453
002-0046001,1,563
002-0046002,1,625
002-0046100,1,508
002-0046200,1,454
002-0046300,1,454
002-0046400,1,625
002-0046500,1,454
002-0046600,1,593
002-0046700,1,560
002-0046800,1,584
002-0046900,1,454
002-0047000,1,454
002-0047100,1,454
002-0047200,1,455
002-0047300,15,470
002-0047400,1,454
002-0047500,1,622
002-0047600,1,407
002-0047700,1,574
002-0047800,1,561
002-0047900,1,560
002-0048000,1,454
002-0048100,1,453
002-0048300,1,601
002-0048400,1,454
002-0048500,1,454
002-0048582,3.3,634
002-0048600,1,625
002-0048700,1,452
002-0048800,1,454
002-0048900,1,622
002-0049000,1,454
002-0049100,3.3,412
002-0049200,1,454
002-0049300,1,526
002-0049400,1,453
002-0049500,1,453
002-0049600,1,453
002-0049700,1,453
002-0049800,1,453
002-0049900,1,453
002-0050000,1,538
002-0050100,1,453
002-0050200,1,454
002-0050400,1,598
002-0050500,1,555
002-0050600,1,583
002-0050700,1,454
002-0050800,1,594
002-0050900,1,454
002-0051000,1,453
002-0051100,1,453
002-0051200,1,410
002-0051300,1,453
002-0051400,1,592
002-0051401,1,574
002-0051500,1,584
002-0051700,1,453
002-0051800,1,454
002-0051900,1,453
002-0052000,1,453
002-0052100,1,454
002-0052200,1,454
002-0052300,1,454
002-0052343,1,594
002-0052400,3.3,453
002-0052421,12,635
002-0052422,3.3,571
002-0052600,12,606
002-0052800,1,573
002-0052900,12,581
002-0053000,5,615
002-0053100,1,465
002-0053200,1,454
002-0053248,3.3,602
002-0053300,1,454
002-0053400,1,454
002-0053500,1,454
002-0053600,1,604
002-0053700,1,454
002-0053800,1,454
002-0053900,1,609
002-0054000,1,597
002-0054001,1,571
002-0054005,1,582
002-0054006,3.3,577
002-0054100,1,454
002-0054200,1,562
002-0054300,1,454
002-0054400,1,454
002-0054500,1,454
002-0054600,1,454
002-0054700,1,454
002-0054800,1,597
002-0054900,1,454
002-0055000,1,454
002-0055100,1,454
002-0055200,1,454
002-0055300,1,454
002-0055400,1,454
002-0055500,1,454
002-0055600,1,454
002-0055700,1,454
002-0055800,1,454
002-0055900,1,405
002-0056000,1,596
002-0056100,1,452
002-0056200,1,574
002-0056300,1,550
002-0056400,1,454
002-0056500,1,454
002-0056600,1,454
002-0056700,1,594
002-0056800,1,454
002-0056900,1,615
002-0057000,1,454
002-0057001,1,588
002-0057100,1,454
002-0057200,1,454
002-0057300,1,454
002-0057400,1,454
002-0057500,1,454
002-0057600,1,454
002-0057700,1,592
002-0057800,1,499
002-0057801,1,577
002-0057900,1,524
002-0058000,1,563
002-0058100,1,462
002-0058110,1,626
002-0058200,1,343
002-0058300,1,637
002-0058400,1,454
002-0058500,1,454
002-0058600,1,454
002-0058700,1,566
002-0058800,1,454
002-0058900,1,454
002-0059000,1,454
002-0059100,1,499
002-0059200,1,454
002-0059300,1,569
002-0059400,1,454
002-0059500,1,454
002-0059600,1,454
002-0059700,1,589
002-0059751,1,619
002-0059800,1,454
002-0059900,1,426
002-0060000,1,454
002-0060100,1,454
002-0060200,1,454
002-0060300,1,454
002-0060400,1,454
002-0060500,1,454
002-0060600,1,458
002-0060700,1,454
002-0060800,1,478
002-0060900,1,584
002-0061000,1,454
002-0061100,1,597
002-0061200,1,453
002-0061300,1,454
002-0061400,1,454
002-0061500,1,625
002-0061600,1,454
002-0061700,1,454
002-0061800,1,454
002-0061900,1,590
002-0062000,1,609
002-0062100,1,600
002-0062200,1,454
002-0062300,1,453
002-0062400,1,499
002-0062500,1,454
002-0062600,1,454
002-0062700,1,518
002-0062800,1,454
002-0062900,1,454
002-0063000,1,453
002-0063100,1,454
002-0063200,1,454
002-0063300,1,454
002-0063400,1,454
002-0063500,1,454
002-0063510,1,598
002-0063600,1,454
002-0063700,12,601
002-0063800,12,454
002-0063900,12,454
002-0064000,12,454
002-0064200,1,507
002-0064300,12,591
002-0064400,1,507
002-0064500,12,505
002-0064705,1,601
002-0065000,3.3,547
002-0065001,3.3,633
002-0065002,3.3,609
002-0065117,12,566
002-0065127,12,566
002-0065200,1,610
002-0065300,1,454
002-0065400,72,549
002-0065410,72,555
002-0065411,12,573
002-0065412,12,573
002-0065415,72,555
002-0065425,72,555
002-0065500,1,592
002-0065600,1,454
002-0065800,1,454
002-0065900,1,454
002-0066000,1,454
002-0066100,1,454
002-0066300,1,567
002-0066350,72,615
002-0066400,1,577
002-0066600,1,594
002-0066636,1,595
002-0066700,12,570
002-0066710,12,555
002-0066715,12,555
002-0066720,12,555
002-0066725,12,555
002-0066730,12,555
002-0066800,35,537
002-0066810,35,557
002-0066811,35,627
002-0066812,35,557
002-0066813,50,573
002-0066900,35,537
002-0067000,15,537
002-0067400,12,621
002-0067500,12,463
002-0067600,12,584
002-0067700,12,635
002-0067800,3.3,474
002-0067900,12,635
002-0067954,3.3,582
002-0067955,3.3,582
002-0068000,3.3,562
002-0068100,12,593
002-0068200,1,486
002-0068201,1,597
002-0068202,1,632
002-0068203,1,559
002-0068251,1,632
002-0068300,12,609
002-0068400,3.3,546
002-0068500,1,621
002-0068600,1,535
002-0068700,5,540
002-0068841,1,626
002-0069100,12,625
002-0069200,3.3,611
002-0069300,3.3,527
002-0069400,3.3,527
002-0069532,1,584
002-0069543,3.3,598
002-0069700,1,611
002-0069800,1,625
002-0069805,1,598
002-0070000,3.3,632
002-0070100,3.3,604
002-0070300,3.3,587
002-0070400,3.3,450
002-0070900,3.3,563
002-0071000,1,633
002-0071200,1,539
002-0071300,1,453
002-0071400,1,598
002-0071500,1,454
002-0071600,1,454
002-0071700,1,454
002-0071900,1,454
002-0072000,1,454
002-0072100,1,454
002-0072500,1,567
002-0072600,1,627
002-0072700,1,448
002-0072900,1,589
002-0073100,1,613
002-0073200,1,577
002-0073300,1,567
002-0073400,1,544
002-0073605,12,632
002-0073800,1,625
002-0073900,1,591
002-0074000,1,627
002-0074200,1,590
002-0074400,3.3,524
002-0074500,5,579
002-0074600,1,524
002-0074700,3.3,524
002-0075200,1,484
002-0075400,1,529
002-0075500,1,529
002-0075600,1,528
002-0075700,1,585
002-0075800,1,529
002-0075900,1,529
002-0076000,1,536
002-0076100,1,600
002-0076200,1,528
002-0076300,1,465
002-0076400,1,561
002-0076500,1,536
002-0076600,1,521
002-0076700,1,518
002-0076800,1,518
002-0076900,1,527
002-0077000,1,527
002-0077100,1,527
002-0077200,1,625
002-0077300,1,518
002-0077400,1,586
002-0077449,72,616
002-0077500,1,518
002-0077600,1,513
002-0077700,1,584
002-0077800,1,457
002-0077900,1,564
002-0078000,1,525
002-0078100,1,500
002-0078200,1,513
002-0078300,1,525
002-0078400,1,457
002-0078500,1,593
002-0078600,1,524
002-0078700,1,500
002-0078900,1,513
002-0079000,1,512
002-0079100,1,527
002-0079200,1,521
002-0079201,1,585
002-0079300,1,597
002-0079400,1,488
002-0079500,1,550
002-0079600,1,458
002-0079700,1,584
002-0079800,1,513
002-0079900,1,562
002-0080000,1,523
002-0080100,1,512
002-0080200,1,584
002-0080300,1,513
002-0080400,1,462
002-0080500,1,465
002-0080600,1,466
002-0080700,5,523
002-0080800,3.3,523
002-0080900,12,589
002-0081000,1,465
002-0081100,1,465
002-0081200,1,360
002-0081300,1,465
002-0081400,1,484
002-0081500,1,602
002-0081600,1,586
002-0081800,1,611
002-0082000,1,526
002-0082100,1,465
002-0082200,1,585
002-0082300,1,465
002-0082364,1,607
002-0082400,1,465
002-0082500,1,574
002-0082516,1,606
002-0082600,1,465
002-0082700,1,574
002-0082800,1,465
002-0082900,1,465
002-0083100,1,465
002-0083300,1,553
002-0083500,1,524
002-0083700,1,525
002-0083800,1,525
002-0084000,1,591
002-0084100,1,591
002-0084200,1,594
002-0084300,1,524
002-0084400,1,573
002-0084505,3.3,559
002-0084506,12,586
002-0084600,1,524
002-0084632,12,602
002-0084700,1,592
002-0084800,1,514
002-0084900,1,514
002-0084902,12,615
002-0085000,3.3,630
002-0085100,1,508
002-0085300,1,585
002-0085400,1,514
002-0085430,35,620
002-0085500,1,584
002-0085600,1,473
002-0085700,1,473
002-0085800,1,410
002-0085900,12,550
002-0085964,3.3,633
002-0086000,12,550
002-0086050,35,621
002-0086060,12,625
002-0086100,1,584
002-0086300,1,522
002-0086400,1,522
002-0086541,3.3,589
002-0086600,1,480
002-0086700,1,454
002-0086800,1,583
002-0086900,1,514
002-0087000,1,593
002-0087100,1,495
002-0087200,1,505
002-0087300,1,514
002-0087400,1,514
002-0087500,1,514
002-0087555,12,598
002-0087600,1,505
002-0087700,1,514
002-0087800,1,584
002-0087900,1,547
002-0088000,1,536
002-0088100,1,592
002-0088200,1,524
002-0088337,12,616
002-0088400,1,498
002-0088500,1,502
002-0088600,1,524
002-0088700,1,460
002-0088800,1,521
002-0089100,1,466
002-0089200,1,524
002-0089300,1,553
002-0089500,1,593
002-0089566,3.3,598
002-0089923,12,610
002-0090100,1,575
002-0090600,1,591
002-0090700,1,589
002-0090701,1,633
002-0090800,1,634
002-0090900,1,584
002-0091900,1,569
002-0092000,1,468
002-0092100,1,544
002-0092200,1,465
002-0092300,1,521
002-0092400,1,465
002-0092800,1,514
002-0093000,1,514
002-0093100,1,573
002-0093200,1,465
002-0093300,1,456
002-0093400,1,465
002-0093500,1,465
002-0093600,1,465
002-0093700,1,500
002-0093800,1,576
002-0093900,1,473
002-0094100,1,466
002-0094200,1,484
002-0094400,1,514
002-0094500,1,524
002-0094600,1,577
002-0094700,1,468
002-0094800,1,466
002-0095100,1,524
002-0095200,1,584
002-0095300,1,626
002-0095400,1,608
002-0095500,1,600
002-0095539,12,615
002-0095600,1,466
002-0095623,1,586
002-0095700,1,615
002-0095728,1,626
002-0095800,1,429
002-0095865,1,633
002-0095900,1,524
002-0095966,1,632
002-0096000,1,524
002-0096100,12,594
002-0096200,1,477
002-0096235,1,604
002-0096300,3.3,608
002-0096352,1,600
002-0096400,1,532
002-0096488,1,624
002-0096489,5,621
002-0096500,1,537
002-0096587,50,605
002-0096600,1,539
002-0096700,1,537
002-0096900,1,536
002-0097000,1,544
002-0097100,1,537
002-0097200,1,536
002-0097300,1,536
002-0097400,1,536
002-0097461,50,613
002-0097462,12,613
002-0097500,1,536
002-0097600,1,536
002-0097700,1,538
002-0097800,1,545
002-0097900,1,546
002-0097901,35,635
002-0098000,1,585
002-0098100,5,546
002-0098101,12,624
002-0098102,3.3,560
002-0098120,3.3,633
002-0098135,12,562
002-0098136,3.3,628
002-0098200,1,544
002-0098300,1,549
002-0098400,1,544
002-0098500,1,626
002-0098501,1,589
002-0098561,12,633
002-0098562,3.3,580
002-0098564,1,632
002-0098565,3.3,598
002-0098700,1,544
002-0098800,1,549
002-0098900,3.3,633
002-0099000,1,550
002-0099100,1,626
002-0099200,1,550
002-0099300,1,589
002-0099400,3.3,580
002-0099500,1,547
002-0099600,3.3,633
002-0099640,12,556
002-0099645,12,556
002-0099650,3.3,591
002-0099700,1,547
002-0099800,1,547
002-0099900,1,548
002-0100000,3.3,548
002-0100100,1,542
002-0100200,1,543
002-0100300,1,626
002-0100400,1,630
002-0100500,1,626
002-0100600,1,544
002-0100700,1,605
002-0100712,1,568
002-0100800,1,547
002-0100900,1,546
002-0101000,1,544
002-0101100,1,549
002-0101200,1,544
002-0101300,1,554
002-0101400,3.3,633
002-0101500,1,546
002-0101600,1,546
002-0101700,1,549
002-0101900,1,554
002-0102000,1,626
002-0102100,1,626
002-0119011,3.3,630
002-0191835,5,582
002-0191837,1,582
002-0226761,3.3,647
002-0265351,12,630
002-0265352,12,630
002-0299563,3.3,628
002-0299631,12,606
002-0303211,3.3,630
002-0450000,1,586
002-0451000,1,586
002-0554477,12,612
002-0554478,3.3,612
002-0688412,1,629
002-0772265,3.3,611
002-0772266,3.3,611
002-0778855,12,611
002-0778866,3.3,611
002-0807956,12,620
002-0807957,3.3,620
002-0844990,1,616
002-0859655,3.3,625
002-0884433,1,614
002-0956301,1,580
002-0956302,1,580
002-0956303,1,582
002-4400000,12,639
002-6089111,12,619
002-7400000,5,628
002-7401000,3.3,628
002-9562300,1,586
002-9844165,3.3,619
002-9999999,1,583
003-0000100,1,452
003-0000300,1,452
003-0000400,1,621
003-0000500,1,452
003-0000600,1,547
003-0000700,1,452
003-0000800,1,594
003-0000900,1,405
003-0001000,1,452
003-0001100,1,600
003-0001200,1,452
003-0001300,1,578
003-0001400,1,563
003-0001500,1,614
003-0001600,1,640
003-0001700,1,629
003-0001800,1,452
003-0001900,1,453
003-0002000,1,601
004-0000001,1,606
004-0000002,1,607
004-0000005,1,607
004-0000006,1,607
004-0000007,1,607
004-0000008,1,607
004-0000078,1,607
004-0000100,1,552
004-0000106,1,607
004-0000110,1,620
004-0000111,1,608
004-0000112,1,608
004-0000116,1,608
004-0000119,1,608
004-0000199,1,613
004-0000200,1,543
004-0000300,1,541
004-0000400,1,542
004-0000500,1,536
004-0000600,1,532
004-0000652,1,607
004-0000700,1,533
004-0000785,1,607
004-0000882,1,611
004-0000900,1,530
004-0000904,1,608
004-0000905,1,608
004-0000906,1,608
004-0000963,3.3,595
004-0001090,1,631
004-0001100,1,528
004-0001200,1,517
004-0001270,1,628
004-0001300,1,516
004-0001400,1,498
004-0001600,1,513
004-0001700,3.3,453
004-0001800,1,563
004-0001804,1,600
004-0001805,1,620
004-0001806,1,591
004-0001807,1,590
004-0001808,1,601
004-0001809,1,596
004-0001810,1,590
004-0001811,1,590
004-0001812,1,590
004-0001813,1,590
004-0001900,1,473
004-0002100,1,507
004-0002200,1,473
004-0002300,1,521
004-0002400,1,507
004-0002500,1,473
004-0002800,1,473
004-0002900,1,410
004-0003000,1,524
004-0003100,1,473
004-0003200,1,595
004-0003400,1,524
004-0003500,1,592
004-0003600,1,524
004-0003713,1,628
004-0003800,1,451
004-0003871,1,625
004-0003900,1,521
004-0004000,1,513
004-0004100,1,630
004-0004200,1,630
004-0004300,1,508
004-0004400,1,508
004-0004500,1,590
004-0004600,1,528
004-0004700,1,508
004-0004799,1,637
004-0004800,1,473
004-0004900,1,508
004-0005000,1,498
004-0005002,12,590
004-0005100,1,473
004-0005200,1,524
004-0005201,5,573
004-0005400,1,630
004-0005410,1,604
004-0005411,1,604
004-0005412,1,637
004-0005413,1,604
004-0005414,1,604
004-0005500,1,410
004-0005600,1,600
004-0005700,1,524
004-0005800,1,465
004-0005900,1,534
004-0005950,1,636
004-0006000,1,621
004-0006100,1,465
004-0006200,3.3,546
004-0006358,1,607
004-0006359,1,607
004-0006500,1,465
004-0006532,1,611
004-0006600,1,524
004-0006700,1,567
004-0006800,1,465
004-0006900,1,586
004-0007000,1,524
004-0007100,3.3,532
004-0007200,1,472
004-0007300,1,485
004-0007400,1,465
004-0007500,1,452
004-0007600,1,511
004-0007700,1,584
004-0007800,1,452
004-0007801,1,570
004-0007810,1,633
004-0007860,1,571
004-0007861,1,571
004-0007862,1,571
004-0007865,1,571
004-0007867,1,576
004-0007868,1,571
004-0007869,1,571
004-0007870,1,573
004-0007877,1,571
004-0007880,1,571
004-0007881,1,571
004-0007883,1,571
004-0007885,1,571
004-0007887,1,572
004-0007888,1,572
004-0007890,1,572
004-0007891,1,572
004-0007893,1,586
004-0007895,1,566
004-0007898,1,572
004-0007899,1,572
004-0007909,1,572
004-0007910,1,572
004-0007911,1,572
004-0008000,1,498
004-0008100,1,524
004-0008200,1,465
004-0008201,1,575
004-0008265,1,587
004-0008300,1,628
004-0008400,1,562
004-0008444,1,607
004-0008500,1,474
004-0008562,1,593
004-0008600,1,465
004-0008700,1,597
004-0008800,1,524
004-0008854,1,611
004-0008855,1,638
004-0008856,1,611
004-0008857,1,611
004-0008858,1,611
004-0008859,1,611
004-0008860,1,611
004-0008900,1,527
004-0008956,1,607
004-0009000,1,508
004-0009200,1,480
004-0009300,1,524
004-0009400,1,524
004-0009500,1,524
004-0009561,1,612
004-0009562,1,589
004-0009600,1,521
004-0009666,1,607
004-0009700,1.3,536
004-0009800,1,472
004-0009900,1,524
004-0010000,1,456
004-0010100,1,472
004-0010200,1,524
004-0010300,1,409
004-0010400,1,477
004-0010500,1,472
004-0010600,1,524
004-0010652,1,616
004-0010700,1,524
004-0010800,1,605
004-0010900,1,526
004-0011100,1,472
004-0011300,1,576
004-0011400,1,462
004-0011500,1,458
004-0011600,1,584
004-0011700,1,584
004-0011800,1,462
004-0011900,1,462
004-0012000,1,462
004-0012100,1,462
004-0012200,1,462
004-0012300,1,454
004-0012312,1,620
004-0012400,1,462
004-0012500,1,591
004-0012600,1,462
004-0012700,1,553
004-0012800,1,462
004-0012900,1,454
004-0013000,1,462
004-0013100,1,454
004-0013200,1,462
004-0013255,1,619
004-0013300,1,454
004-0013400,1,511
004-0013500,1,454
004-0013510,1,566
004-0013600,1,462
004-0013800,1,462
004-0013900,1,554
004-0014000,1,462
004-0014100,1,462
004-0014200,1,462
004-0014300,1,520
004-0014400,3.3,635
004-0014500,1,462
004-0014600,1,596
004-0014700,1,462
004-0014800,1,590
004-0014900,1,509
004-0015000,1,482
004-0015200,1,583
004-0015300,1,450
004-0015400,1,457
004-0015485,1,565
004-0015500,1,456
004-0015501,1,564
004-0015505,1,571
004-0015507,1,571
004-0015600,1,522
004-0015700,1,462
004-0015800,1,635
004-0015802,1,616
004-0015900,1,462
004-0016000,1,553
004-0016100,1,448
004-0016200,1,462
004-0016300,1,449
004-0016400,1,462
004-0016500,1,462
004-0016596,1,580
004-0016600,1,463
004-0016700,1,635
004-0016800,1,462
004-0016900,1,458
004-0017000,1,462
004-0017100,1,633
004-0017200,1,587
004-0017300,1,544
004-0017400,1,553
004-0017500,1,462
004-0017600,1,462
004-0017700,1,462
004-0017800,1,462
004-0017900,1,462
004-0018000,1,458
004-0018100,1,462
004-0018200,1,462
004-0018300,1,553
004-0018400,1,462
004-0018500,1,591
004-0018600,1,469
004-0018700,1,462
004-0018800,1,462
004-0018900,1,462
004-0018965,1,567
004-0019000,1,453
004-0019001,1,632
004-0019100,1,590
004-0019200,1,608
004-0019300,1,464
004-0019400,1,464
004-0019500,1,464
004-0019600,1,464
004-0019700,1,621
004-0019800,1,602
004-0019900,1,464
004-0020000,1,464
004-0020100,1,464
004-0020200,1,464
004-0020300,1,464
004-0020400,1,464
004-0020500,1,464
004-0020600,1,464
004-0020700,1,464
004-0020800,1,464
004-0020900,1,462
004-0021000,1,465
004-0021100,1,575
004-0021200,1,464
004-0021300,1,464
004-0021400,1,464
004-0021500,1,462
004-0021600,1,462
004-0021700,1,462
004-0021800,1,608
004-0021900,1,466
004-0022000,1,462
004-0022100,1,531
004-0022200,1,531
004-0022300,1,553
004-0022400,1,577
004-0022443,1,614
004-0022500,1,462
004-0022600,1,462
004-0022611,1,612
004-0022700,1,462
004-0022800,1,528
004-0022900,1,530
004-0023000,1,530
004-0023100,1,410
004-0023200,1,593
004-0023300,1,462
004-0023400,1,577
004-0023500,1,464
004-0023600,1,587
004-0023700,1,464
004-0023800,1,464
004-0023900,1,462
004-0024000,1,464
004-0024100,1,464
004-0024200,1,462
004-0024300,1,462
004-0024400,3.3,452
004-0024500,1,464
004-0024600,1,462
004-0024700,1,462
004-0024800,1,462
004-0024859,12,573
004-0024900,1,462
004-0024950,3.3,571
004-0024955,3.3,571
004-0025000,1,591
004-0025100,1,508
004-0025200,1,630
004-0025300,1,417
004-0025400,1,462
004-0025500,1,464
004-0025600,1,462
004-0025631,1,612
004-0025700,1,462
004-0025800,1,464
004-0025900,1,462
004-0026000,1,462
004-0026100,1,462
004-0026200,1,462
004-0026300,1,464
004-0026400,1,464
004-0026500,1,462
004-0026600,1,464
004-0026700,1,565
004-0026800,1,588
004-0026900,1,587
004-0027000,1,462
004-0027100,1,593
004-0027200,1,429
004-0027300,1,568
004-0027400,1,590
004-0027500,1,462
004-0027600,1,429
004-0027700,1,462
004-0027800,1,587
004-0027900,1,608
